"date","Price_1BC","Price_2BO","Price_3BL","Price_4BZ","Price_5CO","Price_6CW","Price_7DANS","Price_8BOW","Price_9DPRB","Price_10GD","Price_11GS","Price_12IZ","Price_13NO","Price_14NW","Price_15OHIB","Price_16OD","Price_17ON","Price_18OO","Price_19SV","Price_20WGM","Price_21WP","Price_22ZUID"
"2022-08-23",175.515151515152,137.631578947368,143.850806451613,149.607142857143,210.658496732026,207.204413472706,149.06,169.579078455791,183.088607594937,99.8409090909091,130.722891566265,183.93125,140.591397849462,137.926470588235,161.053658536585,133.222222222222,191.741035856574,167.26517571885,118.237623762376,169.884353741497,169.743935309973,192.511173184358
"2022-08-24",175.575757575758,137.631578947368,143.862903225806,149.071428571429,210.756535947712,208.728222996516,149.12,169.592777085928,183.124773960217,99.9090909090909,130.734939759036,184.025,140.602150537634,137.992647058824,161.136585365854,133.277777777778,191.840637450199,167.4696485623,118.287128712871,169.918367346939,169.959568733154,192.22905027933
"2022-08-25",175.69696969697,137.736842105263,143.927419354839,149.125,210.851307189542,209.442508710801,150.8,169.831880448319,183.305605786618,100.068181818182,130.819277108434,184.11875,140.89247311828,138.632352941176,161.243902439024,133.333333333333,191.864541832669,167.619808306709,118.425742574257,170.455782312925,169.927223719677,193.759776536313
"2022-08-26",178.30303030303,138.315789473684,150.229838709677,150.607142857143,218.571895424837,221.821138211382,153.54,174.917808219178,189.871609403255,100.409090909091,159.55421686747,188.475,141.559139784946,139.257352941176,164.039024390244,140.638888888889,198.787148594377,170.532051282051,121.772277227723,178.251700680272,175.364864864865,200.329608938547
"2022-08-27",178.515151515152,138.473684210526,152.528225806452,150.660714285714,219.601307189542,222.591173054588,154.76,175.210460772105,191.019891500904,100.590909090909,164.867469879518,188.59375,141.709677419355,139.536764705882,164.248780487805,142.777777777778,199.546184738956,171.461538461538,122.940594059406,178.401360544218,176.075675675676,201.575418994413
"2022-08-28",176.424242424242,137.842105263158,143.883064516129,145.446428571429,210.653594771242,209.373983739837,149.32,169.090909090909,182.674502712477,100.363636363636,131.734939759036,183.60625,140.709677419355,138.801470588235,161.131707317073,131.972222222222,191.557768924303,167.325878594249,116.871287128713,170.149659863946,170.105121293801,192.905027932961
"2022-08-29",175.484848484848,137.578947368421,144.766129032258,145.267857142857,211.53431372549,207.686411149826,150.08,169.144458281445,182.72513562387,99.9772727272727,130.927710843373,182.9125,140.494623655914,137.867647058824,161.058536585366,133.194444444444,191.729083665339,167.386581469649,118.148514851485,169.843537414966,170.250673854447,192.765363128492
"2022-08-30",175.424242424242,137.526315789474,144.407258064516,145.785714285714,211.423202614379,208.005807200929,150.46,169.083437110834,182.891500904159,99.8863636363636,130.89156626506,182.86875,140.483870967742,138.25,161.014634146341,133.194444444444,191.509960159363,167.351437699681,118.108910891089,169.829931972789,170.371967654987,192.307262569832
"2022-08-31",175.484848484848,137.578947368421,143.814516129032,145.803571428571,211.550653594771,207.962833914053,150.1,169.950186799502,183.103074141049,100.795454545455,130.734939759036,182.95625,140.505376344086,137.911764705882,161.107317073171,136.861111111111,191.310756972112,167.389776357827,118.138613861386,169.877551020408,170.11051212938,192.399441340782
"2022-09-01",175.545454545455,137.631578947368,152.673387096774,146.589285714286,214.400326797386,211.520325203252,151.12,171.297633872976,184.719710669078,100.636363636364,135.325301204819,183.65625,140.548387096774,138.375,161.478048780488,141.444444444444,194.143426294821,166.996794871795,119.676767676768,170.061224489796,177.765498652291,198.430167597765
"2022-09-02",176.909090909091,138.157894736842,152.739837398374,149.464285714286,223.591503267974,227.242740998839,157.14,176.636363636364,192.654611211573,101.818181818182,164.036144578313,188.51875,141.376344086022,155.926470588235,165.141463414634,157.666666666667,202.538152610442,171.231511254019,124.454545454545,177.829931972789,178.840108401084,205.882681564246
"2022-09-03",177.575757575758,138.315789473684,155.044715447154,149.5,224.758169934641,229.218350754936,157.88,177.931506849315,194.099457504521,101.477272727273,178.409638554217,189.3875,141.505376344086,156.176470588235,165.121951219512,163.305555555556,204.164658634538,171.897106109325,126.020202020202,178.115646258503,181.073170731707,207.706703910615
"2022-09-04",175.545454545455,137.736842105263,150.911290322581,147.035714285714,214.019607843137,212.693379790941,155.3,170.552926525529,185.699819168174,100,149.843373493976,184.06875,140.602150537634,156.691176470588,162.346341463415,140.055555555556,195.131474103586,167.349358974359,120.676767676768,170.591836734694,178.061994609164,201.04748603352
"2022-09-05",175.30303030303,137.526315789474,144.504032258065,146.517857142857,211.779411764706,206.88850174216,150.5,169.381070983811,183.048824593128,99.5,136.096385542169,183.3,140.247311827957,137.941176470588,161.248780487805,136.777777777778,191.804780876494,166.067307692308,119.131313131313,169.938775510204,172.452830188679,192.63407821229
"2022-09-06",175.272727272727,137.473684210526,144.471774193548,145.75,212.408496732026,206.670150987224,150.16,169.057285180573,183.285714285714,99.5454545454545,135.951807228916,182.50625,140.236559139785,137.522058823529,160.990243902439,138.5,191.541832669323,166.262820512821,119.919191919192,169.442176870748,172.185983827493,192.675977653631
"2022-09-07",175.30303030303,137.473684210526,144.491935483871,145.767857142857,212.416666666667,207.405342624855,150.94,169.615193026152,184.714285714286,99.5681818181818,135.951807228916,182.59375,140.247311827957,137.580882352941,161.112195121951,140.333333333333,191.605577689243,166.833333333333,121.343434343434,169.56462585034,172.385444743935,192.95251396648
